note_str,pitch,instrument_family_str
synth_lead_synthetic_000-030-050,30,synth_lead
guitar_electronic_012-039-127,39,guitar
organ_electronic_066-033-100,33,organ
organ_electronic_089-029-025,29,organ
vocal_synthetic_014-066-127,66,vocal
brass_acoustic_038-050-050,50,brass
organ_electronic_067-099-100,99,organ
mallet_electronic_002-044-050,44,mallet
keyboard_electronic_026-047-127,47,keyboard
mallet_acoustic_059-028-025,28,mallet
keyboard_electronic_089-100-025,100,keyboard
keyboard_electronic_012-107-050,107,keyboard
synth_lead_synthetic_010-034-025,34,synth_lead
keyboard_electronic_093-032-025,32,keyboard
brass_acoustic_050-050-127,50,brass
mallet_acoustic_077-076-025,76,mallet
mallet_acoustic_019-038-075,38,mallet
organ_electronic_091-076-127,76,organ
bass_synthetic_057-036-025,36,bass
guitar_acoustic_009-045-025,45,guitar
keyboard_electronic_008-049-050,49,keyboard
bass_synthetic_005-039-127,39,bass
reed_acoustic_001-073-025,73,reed
guitar_acoustic_026-078-075,78,guitar
guitar_electronic_027-020-100,20,guitar
mallet_acoustic_014-059-100,59,mallet
vocal_synthetic_010-076-127,76,vocal
guitar_acoustic_029-055-127,55,guitar
bass_synthetic_003-078-127,78,bass
keyboard_electronic_015-074-127,74,keyboard
keyboard_electronic_009-072-025,72,keyboard
organ_electronic_088-062-127,62,organ
keyboard_electronic_074-049-127,49,keyboard
string_acoustic_043-053-025,53,string
bass_synthetic_123-033-050,33,bass
keyboard_acoustic_017-043-100,43,keyboard
brass_acoustic_009-040-025,40,brass
bass_synthetic_076-059-025,59,bass
flute_acoustic_023-083-050,83,flute
bass_synthetic_065-046-100,46,bass
keyboard_electronic_032-085-025,85,keyboard
bass_synthetic_058-051-050,51,bass
guitar_acoustic_016-076-127,76,guitar
organ_electronic_056-070-050,70,organ
guitar_acoustic_025-077-025,77,guitar
bass_synthetic_060-084-025,84,bass
brass_acoustic_004-024-075,24,brass
organ_electronic_054-065-127,65,organ
mallet_synthetic_001-058-025,58,mallet
guitar_electronic_040-043-100,43,guitar
bass_electronic_024-062-075,62,bass
keyboard_electronic_072-104-075,104,keyboard
bass_synthetic_013-103-100,103,bass
organ_electronic_083-061-050,61,organ
bass_synthetic_065-075-025,75,bass
bass_electronic_003-050-127,50,bass
mallet_electronic_003-067-127,67,mallet
organ_electronic_077-087-025,87,organ
mallet_synthetic_002-065-127,65,mallet
reed_acoustic_024-038-025,38,reed
vocal_acoustic_003-040-127,40,vocal
mallet_acoustic_065-047-050,47,mallet
guitar_electronic_001-102-025,102,guitar
keyboard_acoustic_010-106-050,106,keyboard
organ_electronic_074-074-100,74,organ
string_acoustic_029-082-025,82,string
keyboard_acoustic_017-101-127,101,keyboard
flute_acoustic_007-050-075,50,flute
bass_synthetic_102-102-025,102,bass
guitar_acoustic_020-102-100,102,guitar
reed_acoustic_056-069-050,69,reed
guitar_acoustic_020-101-127,101,guitar
keyboard_electronic_040-096-100,96,keyboard
reed_acoustic_055-054-075,54,reed
bass_synthetic_067-086-025,86,bass
flute_acoustic_016-072-100,72,flute
organ_electronic_074-077-075,77,organ
bass_synthetic_065-030-075,30,bass
guitar_acoustic_025-072-025,72,guitar
bass_synthetic_004-034-127,34,bass
brass_acoustic_007-079-100,79,brass
bass_synthetic_065-031-127,31,bass
brass_acoustic_042-065-050,65,brass
organ_electronic_069-064-025,64,organ
guitar_electronic_030-038-025,38,guitar
organ_electronic_109-079-025,79,organ
synth_lead_synthetic_003-034-075,34,synth_lead
bass_synthetic_081-037-100,37,bass
string_acoustic_023-083-075,83,string
guitar_electronic_030-047-025,47,guitar
mallet_electronic_013-085-025,85,mallet
keyboard_electronic_048-083-127,83,keyboard
bass_synthetic_035-024-127,24,bass
vocal_acoustic_003-050-075,50,vocal
reed_acoustic_057-062-100,62,reed
keyboard_electronic_063-089-100,89,keyboard
synth_lead_synthetic_008-043-025,43,synth_lead
string_acoustic_019-067-050,67,string
string_acoustic_040-074-050,74,string
keyboard_electronic_004-025-100,25,keyboard
bass_synthetic_087-046-075,46,bass
bass_synthetic_082-053-127,53,bass
organ_electronic_063-068-050,68,organ
mallet_synthetic_003-105-100,105,mallet
bass_synthetic_126-053-100,53,bass
string_acoustic_018-062-127,62,string
organ_electronic_002-050-075,50,organ
organ_electronic_106-073-075,73,organ
mallet_acoustic_014-036-100,36,mallet
keyboard_electronic_022-079-025,79,keyboard
mallet_acoustic_005-041-100,41,mallet
bass_synthetic_095-032-127,32,bass
mallet_synthetic_004-072-050,72,mallet
reed_acoustic_054-031-127,31,reed
keyboard_electronic_071-068-075,68,keyboard
brass_acoustic_023-047-050,47,brass
bass_electronic_030-038-025,38,bass
string_acoustic_029-056-050,56,string
synth_lead_synthetic_010-083-050,83,synth_lead
keyboard_electronic_097-066-127,66,keyboard
organ_electronic_066-061-100,61,organ
mallet_acoustic_046-037-025,37,mallet
keyboard_electronic_029-088-127,88,keyboard
keyboard_electronic_100-075-127,75,keyboard
guitar_electronic_041-040-025,40,guitar
mallet_synthetic_000-045-100,45,mallet
reed_acoustic_041-029-127,29,reed
keyboard_acoustic_002-028-100,28,keyboard
string_acoustic_000-039-050,39,string
bass_synthetic_054-067-075,67,bass
bass_synthetic_076-088-075,88,bass
keyboard_electronic_039-064-025,64,keyboard
guitar_synthetic_006-047-100,47,guitar
organ_electronic_020-051-025,51,organ
bass_synthetic_132-045-025,45,bass
organ_electronic_067-105-075,105,organ
reed_acoustic_057-072-075,72,reed
synth_lead_synthetic_001-048-025,48,synth_lead
mallet_acoustic_053-107-050,107,mallet
bass_synthetic_077-079-050,79,bass
organ_electronic_080-064-025,64,organ
reed_acoustic_039-080-050,80,reed
keyboard_acoustic_013-033-127,33,keyboard
keyboard_acoustic_012-042-127,42,keyboard
string_acoustic_055-089-100,89,string
bass_synthetic_145-043-100,43,bass
bass_synthetic_126-034-050,34,bass
brass_acoustic_043-035-050,35,brass
guitar_electronic_023-081-050,81,guitar
reed_electronic_000-082-127,82,reed
brass_acoustic_023-076-075,76,brass
keyboard_electronic_046-040-025,40,keyboard
string_acoustic_000-093-127,93,string
bass_synthetic_139-089-025,89,bass
organ_electronic_077-066-075,66,organ
bass_synthetic_058-078-075,78,bass
mallet_acoustic_036-095-025,95,mallet
keyboard_electronic_070-046-075,46,keyboard
flute_synthetic_002-104-075,104,flute
organ_electronic_056-074-127,74,organ
flute_synthetic_001-051-075,51,flute
organ_electronic_117-083-050,83,organ
bass_synthetic_022-051-050,51,bass
bass_synthetic_108-073-127,73,bass
mallet_acoustic_022-103-050,103,mallet
mallet_acoustic_034-078-025,78,mallet
flute_synthetic_002-068-025,68,flute
keyboard_electronic_026-075-050,75,keyboard
bass_synthetic_099-065-127,65,bass
flute_acoustic_023-073-127,73,flute
keyboard_acoustic_014-067-100,67,keyboard
guitar_electronic_016-021-050,21,guitar
vocal_synthetic_001-099-100,99,vocal
bass_synthetic_021-082-050,82,bass
bass_synthetic_032-103-075,103,bass
organ_electronic_025-038-025,38,organ
string_acoustic_038-032-100,32,string
brass_acoustic_061-055-100,55,brass
guitar_electronic_005-043-050,43,guitar
brass_acoustic_001-055-050,55,brass
reed_acoustic_033-052-075,52,reed
keyboard_electronic_007-066-100,66,keyboard
flute_acoustic_021-093-050,93,flute
reed_acoustic_002-057-025,57,reed
guitar_acoustic_017-049-050,49,guitar
bass_synthetic_067-070-050,70,bass
string_acoustic_030-088-100,88,string
bass_synthetic_053-021-025,21,bass
reed_acoustic_014-077-050,77,reed
string_acoustic_044-092-100,92,string
bass_synthetic_089-054-050,54,bass
string_acoustic_086-071-050,71,string
bass_synthetic_053-028-127,28,bass
bass_synthetic_108-102-075,102,bass
bass_synthetic_114-071-075,71,bass
vocal_acoustic_002-072-100,72,vocal
reed_acoustic_016-064-100,64,reed
keyboard_synthetic_007-089-025,89,keyboard
bass_synthetic_043-090-075,90,bass
bass_synthetic_063-029-025,29,bass
bass_synthetic_036-037-127,37,bass
guitar_electronic_017-082-075,82,guitar
flute_synthetic_006-071-127,71,flute
keyboard_synthetic_010-047-050,47,keyboard
bass_synthetic_036-098-075,98,bass
synth_lead_synthetic_002-090-075,90,synth_lead
bass_synthetic_004-071-025,71,bass
guitar_electronic_004-059-025,59,guitar
keyboard_electronic_006-079-075,79,keyboard
brass_acoustic_014-052-100,52,brass
organ_electronic_058-042-127,42,organ
bass_synthetic_132-072-050,72,bass
guitar_electronic_042-061-127,61,guitar
mallet_synthetic_003-030-025,30,mallet
organ_electronic_009-067-050,67,organ
organ_electronic_021-093-025,93,organ
bass_electronic_020-050-050,50,bass
keyboard_electronic_082-078-127,78,keyboard
mallet_acoustic_022-088-100,88,mallet
brass_acoustic_066-065-075,65,brass
bass_synthetic_006-025-025,25,bass
brass_acoustic_049-055-050,55,brass
mallet_acoustic_038-076-075,76,mallet
string_acoustic_073-049-025,49,string
organ_electronic_058-037-050,37,organ
organ_electronic_019-034-025,34,organ
keyboard_electronic_093-025-025,25,keyboard
bass_synthetic_141-042-075,42,bass
vocal_acoustic_013-063-050,63,vocal
mallet_electronic_007-065-025,65,mallet
synth_lead_synthetic_000-024-025,24,synth_lead
bass_electronic_029-053-050,53,bass
mallet_electronic_000-085-050,85,mallet
keyboard_electronic_017-032-127,32,keyboard
bass_synthetic_104-076-127,76,bass
mallet_acoustic_069-061-025,61,mallet
brass_acoustic_038-062-025,62,brass
string_acoustic_015-066-025,66,string
organ_electronic_095-058-100,58,organ
bass_synthetic_042-059-100,59,bass
organ_electronic_119-041-127,41,organ
keyboard_electronic_079-052-100,52,keyboard
string_acoustic_089-059-100,59,string
guitar_acoustic_033-081-127,81,guitar
bass_synthetic_145-070-075,70,bass
organ_electronic_078-079-050,79,organ
mallet_electronic_003-053-050,53,mallet
guitar_acoustic_004-082-075,82,guitar
mallet_acoustic_046-099-100,99,mallet
mallet_acoustic_027-037-050,37,mallet
keyboard_electronic_019-031-050,31,keyboard
guitar_electronic_012-056-075,56,guitar
mallet_acoustic_014-094-100,94,mallet
bass_synthetic_127-034-075,34,bass
mallet_acoustic_014-097-127,97,mallet
keyboard_synthetic_011-048-050,48,keyboard
string_acoustic_021-063-075,63,string
bass_synthetic_081-062-025,62,bass
bass_synthetic_019-075-100,75,bass
bass_synthetic_127-087-025,87,bass
organ_electronic_112-037-127,37,organ
bass_synthetic_121-059-025,59,bass
guitar_electronic_041-076-050,76,guitar
mallet_acoustic_048-072-025,72,mallet
flute_acoustic_004-083-075,83,flute
organ_electronic_075-044-127,44,organ
bass_synthetic_011-027-025,27,bass
mallet_acoustic_072-055-025,55,mallet
reed_acoustic_005-056-127,56,reed
organ_electronic_044-053-075,53,organ
guitar_acoustic_004-038-100,38,guitar
keyboard_electronic_088-081-127,81,keyboard
guitar_electronic_042-058-050,58,guitar
keyboard_electronic_030-108-127,108,keyboard
bass_synthetic_024-101-075,101,bass
string_acoustic_069-083-127,83,string
organ_electronic_108-033-127,33,organ
organ_electronic_008-046-050,46,organ
string_acoustic_004-057-075,57,string
organ_electronic_027-067-050,67,organ
keyboard_electronic_023-076-100,76,keyboard
bass_synthetic_007-057-050,57,bass
bass_electronic_031-051-127,51,bass
keyboard_synthetic_006-030-100,30,keyboard
guitar_electronic_010-069-025,69,guitar
string_acoustic_015-055-075,55,string
bass_synthetic_006-011-127,11,bass
organ_electronic_003-052-075,52,organ
mallet_acoustic_027-073-100,73,mallet
keyboard_electronic_028-056-050,56,keyboard
string_acoustic_030-095-100,95,string
mallet_acoustic_050-090-100,90,mallet
keyboard_acoustic_007-087-100,87,keyboard
guitar_electronic_036-052-075,52,guitar
mallet_acoustic_064-056-025,56,mallet
bass_electronic_026-054-050,54,bass
brass_acoustic_060-062-050,62,brass
keyboard_electronic_026-076-050,76,keyboard
guitar_acoustic_008-063-075,63,guitar
reed_acoustic_055-100-100,100,reed
organ_electronic_114-082-100,82,organ
bass_synthetic_077-099-025,99,bass
mallet_acoustic_030-032-100,32,mallet
keyboard_electronic_073-077-050,77,keyboard
guitar_acoustic_008-028-075,28,guitar
keyboard_electronic_074-065-050,65,keyboard
bass_synthetic_058-074-075,74,bass
guitar_electronic_021-066-100,66,guitar
keyboard_electronic_004-057-075,57,keyboard
mallet_acoustic_009-103-050,103,mallet
bass_synthetic_112-055-025,55,bass
flute_acoustic_012-062-100,62,flute
keyboard_synthetic_012-066-127,66,keyboard
vocal_synthetic_009-083-050,83,vocal
mallet_electronic_013-114-075,114,mallet
brass_acoustic_001-062-050,62,brass
reed_acoustic_050-045-050,45,reed
vocal_acoustic_015-067-025,67,vocal
keyboard_electronic_054-075-075,75,keyboard
keyboard_electronic_048-088-075,88,keyboard
flute_synthetic_006-033-075,33,flute
mallet_acoustic_002-097-100,97,mallet
flute_acoustic_014-075-100,75,flute
keyboard_electronic_050-068-100,68,keyboard
guitar_electronic_012-042-075,42,guitar
reed_acoustic_044-054-075,54,reed
bass_synthetic_143-100-075,100,bass
string_acoustic_017-086-025,86,string
guitar_electronic_009-064-127,64,guitar
keyboard_electronic_039-028-025,28,keyboard
keyboard_electronic_080-091-100,91,keyboard
bass_synthetic_076-086-100,86,bass
bass_synthetic_118-094-050,94,bass
guitar_electronic_007-089-100,89,guitar
organ_electronic_059-034-127,34,organ
keyboard_electronic_010-078-025,78,keyboard
string_acoustic_047-083-100,83,string
keyboard_synthetic_009-043-075,43,keyboard
organ_electronic_089-069-100,69,organ
bass_synthetic_042-086-100,86,bass
bass_electronic_037-043-100,43,bass
keyboard_electronic_029-079-075,79,keyboard
reed_acoustic_034-055-050,55,reed
bass_synthetic_100-034-050,34,bass
mallet_acoustic_006-100-100,100,mallet
keyboard_electronic_039-071-100,71,keyboard
keyboard_electronic_024-064-075,64,keyboard
guitar_synthetic_007-094-127,94,guitar
mallet_acoustic_051-038-100,38,mallet
bass_synthetic_064-035-127,35,bass
mallet_acoustic_022-041-050,41,mallet
keyboard_electronic_010-088-025,88,keyboard
reed_acoustic_055-105-127,105,reed
keyboard_electronic_034-084-050,84,keyboard
keyboard_electronic_013-100-100,100,keyboard
string_acoustic_029-087-127,87,string
guitar_electronic_002-026-127,26,guitar
mallet_acoustic_004-023-075,23,mallet
bass_electronic_036-030-100,30,bass
string_acoustic_064-048-100,48,string
string_acoustic_072-064-050,64,string
bass_synthetic_141-043-025,43,bass
keyboard_electronic_073-049-075,49,keyboard
string_acoustic_087-043-050,43,string
reed_acoustic_049-061-100,61,reed
bass_synthetic_142-090-127,90,bass
string_acoustic_003-056-127,56,string
string_acoustic_021-034-050,34,string
guitar_electronic_009-091-127,91,guitar
mallet_acoustic_023-029-050,29,mallet
bass_electronic_001-059-127,59,bass
keyboard_synthetic_008-044-127,44,keyboard
flute_acoustic_005-081-075,81,flute
keyboard_synthetic_003-092-075,92,keyboard
keyboard_electronic_080-083-100,83,keyboard
keyboard_acoustic_011-039-050,39,keyboard
mallet_electronic_011-021-025,21,mallet
reed_acoustic_050-062-075,62,reed
mallet_acoustic_040-043-100,43,mallet
bass_synthetic_136-101-050,101,bass
bass_synthetic_050-039-100,39,bass
bass_synthetic_087-101-127,101,bass
mallet_electronic_011-039-050,39,mallet
vocal_acoustic_011-067-127,67,vocal
vocal_acoustic_026-043-127,43,vocal
organ_electronic_029-080-100,80,organ
organ_electronic_061-051-075,51,organ
brass_acoustic_043-034-025,34,brass
guitar_electronic_037-057-050,57,guitar
organ_electronic_032-057-025,57,organ
mallet_acoustic_017-098-075,98,mallet
bass_synthetic_006-071-025,71,bass
reed_acoustic_056-066-100,66,reed
organ_electronic_102-108-100,108,organ
bass_synthetic_087-026-050,26,bass
brass_acoustic_014-080-050,80,brass
bass_synthetic_038-032-127,32,bass
mallet_acoustic_020-083-100,83,mallet
guitar_electronic_032-089-050,89,guitar
organ_electronic_072-062-050,62,organ
bass_synthetic_121-074-025,74,bass
guitar_electronic_014-058-127,58,guitar
bass_electronic_033-040-025,40,bass
keyboard_electronic_046-033-127,33,keyboard
guitar_electronic_004-046-100,46,guitar
guitar_acoustic_016-024-025,24,guitar
mallet_electronic_010-084-025,84,mallet
reed_acoustic_015-057-075,57,reed
bass_synthetic_104-059-127,59,bass
organ_electronic_112-059-100,59,organ
guitar_electronic_023-060-025,60,guitar
string_acoustic_047-061-100,61,string
brass_acoustic_050-037-050,37,brass
bass_synthetic_052-084-050,84,bass
keyboard_electronic_075-083-127,83,keyboard
string_acoustic_004-056-025,56,string
guitar_electronic_008-086-100,86,guitar
string_acoustic_066-079-127,79,string
organ_electronic_107-073-050,73,organ
flute_synthetic_001-023-050,23,flute
keyboard_electronic_017-038-025,38,keyboard
mallet_synthetic_004-036-100,36,mallet
organ_electronic_023-061-075,61,organ
vocal_synthetic_008-079-100,79,vocal
string_acoustic_000-044-127,44,string
guitar_acoustic_018-044-050,44,guitar
keyboard_acoustic_015-065-075,65,keyboard
bass_electronic_039-038-075,38,bass
keyboard_electronic_059-027-050,27,keyboard
bass_synthetic_063-069-100,69,bass
mallet_acoustic_014-071-025,71,mallet
keyboard_electronic_007-069-050,69,keyboard
flute_acoustic_030-088-075,88,flute
bass_electronic_030-025-100,25,bass
guitar_electronic_011-060-100,60,guitar
guitar_electronic_033-061-050,61,guitar
bass_electronic_004-060-075,60,bass
guitar_acoustic_006-051-025,51,guitar
mallet_electronic_012-025-025,25,mallet
keyboard_electronic_068-064-075,64,keyboard
organ_electronic_039-077-025,77,organ
vocal_synthetic_004-043-025,43,vocal
string_acoustic_044-039-025,39,string
keyboard_electronic_006-047-050,47,keyboard
reed_acoustic_007-056-100,56,reed
mallet_acoustic_065-082-127,82,mallet
keyboard_electronic_050-095-100,95,keyboard
guitar_electronic_039-093-075,93,guitar
keyboard_electronic_096-077-050,77,keyboard
keyboard_acoustic_008-061-050,61,keyboard
bass_synthetic_047-043-127,43,bass
bass_electronic_009-051-127,51,bass
mallet_acoustic_051-024-050,24,mallet
guitar_acoustic_005-084-100,84,guitar
organ_electronic_072-073-050,73,organ
guitar_synthetic_011-038-050,38,guitar
bass_synthetic_081-072-050,72,bass
bass_electronic_023-055-075,55,bass
mallet_acoustic_050-034-127,34,mallet
guitar_acoustic_035-060-025,60,guitar
organ_electronic_045-031-100,31,organ
reed_acoustic_019-044-025,44,reed
mallet_acoustic_054-093-127,93,mallet
guitar_electronic_000-052-050,52,guitar
bass_synthetic_011-028-100,28,bass
organ_electronic_082-110-075,110,organ
mallet_acoustic_027-072-025,72,mallet
mallet_acoustic_064-057-100,57,mallet
keyboard_electronic_060-038-075,38,keyboard
keyboard_electronic_073-056-025,56,keyboard
